age,birth_year,cause_of_death,death_month,death_year,famous_for,name,nationality,fame_score
72,1944, cancer,August,2016, football player and coach (Texas A&M Aggies),Tom Wilson,American,6700.0
80,1936,,August,2016, Petroleum Minister (1991–1999),Hamdi Al Banbi,Egyptian,5254.0
77,1939,,August,2016, football player (San Francisco 49ers Dallas Cowboys),Leon Donohue,American,5902.0
89,1927,,August,2016, member of the South Dakota Senate (1973–2000),James B. Dunn,American,3178.0
81,1935,,August,2016, cricketer (national team),Hanif Mohammad,Pakistani,12108.0
82,1934,,August,2016, Bishop of Cefalù (2000–2009),Francesco Sgalambro,Italian,2699.0
94,1922,,August,2016, Administrator of Antigua (1958–1964) and Grenada (1964–1967),Sir Ian Turbott,New,5922.0
86,1930,,August,2016," folk singer (""Baby the Rain Must Fall"" ""It's Gonna Be Fine"" ""San Francisco Bay Blues"")",Glenn Yarbrough,American,10588.0
77,1939, cancer,August,2016, football coach (Sutton United Malmö Viking),Keith Blunt,English,3940.0
83,1933, subdural hematoma,August,2016, politician member of the Washington House of Representatives (1971–1975),Paul Kraabel,American,6586.0
58,1958,,August,2016, Olympic handball player (1980 1984),Juan Pedro de Miguel,Spanish,3210.0
81,1935,,August,2016, actor (Star Wars Time Bandits Flash Gordon),Kenny Baker,British,10133.0
84,1932,,August,2016, actress (The Avengers),Patricia English,British,2336.0
82,1934,,August,2016, actress (The Gun Runners),Gita Hall,Swedish-American,5162.0
83,1933,,August,2016, Olympic champion (1960),Allen Kelley,American,4608.0
94,1922,,August,2016, President of Marche (1978–1990),Emidio Massi,Italian,3666.0
73,1943,,August,2016, Minister of Cooperatives and Small Businesses (1998–1999),Adi Sasono,Indonesian,2898.0
83,1933,,August,2016, football player and manager (Shamrock Rovers Newcastle United national team),Liam Tuohy,Irish,17511.0
81,1935,,August,2016, Archbishop of Cuttack-Bhubaneswar (1985–2011),Raphael Cheenath,Indian,3060.0
93,1923,,August,2016, Emmy winner (1994),Fyvush Finkel,American,12697.0
96,1920,,August,2016, President of Zanzibar (1972–1984),Aboud Jumbe,Tanzanian,4817.0
76,1940, MVP of the 1963 Rose Bowl,August,2016, football player (Minnesota Vikings Wisconsin Badgers),Ron Vander Kelen,American,8852.0
91,1925,,August,2016, football coach (San Francisco 49ers),Ken Meyer,American,8682.0
51,1965, cancer,August,2016, squash player world champion (1985),Sohail Qaiser,Pakistani,2514.0
81,1935, pneumonia,August,2016, baseball player (Saitama Seibu Lions Tokyo Yakult Swallows),Yasumitsu Toyoda,Japanese,6047.0
49,1967,,August,2016, Grammy winner (1993),James Woolley,American,7410.0
82,1934,,August,2016, MP for Nyakach (1969–1973 1992–1997),Dennis Akumu,Kenyan,2074.0
48,1968, tased,August,2016, footballer (Ipswich Town Aston Villa),Dalian Atkinson,English,12955.0
78,1938, cancer,August,2016, baseball player (New York Mets Philadelphia Phillies),Choo-Choo Coleman,American,5791.0
35,1981, traffic collision,August,2016, canoeist and coach Olympic silver medalist (2004),Stefan Henze,German,7027.0
49,1967,,August,2016, member of the Estates of Curaçao (2010–2015),Monique Koeyers-Felida,Curaçaoan,2853.0
58,1958,,August,2016, screenwriter (Perumazhakkalam),T. A. Razzaq,Indian,4435.0
71,1945,,August,2016, Ambassador to Germany (since 2011),Makhenkesi Stofile,South,8020.0
88,1928,,August,2016, football and basketball coach (Rowan Profs),Richard Wackar,American,5034.0
61,1955, amyotrophic lateral sclerosis,August,2016, politician MP for Ottawa—Vanier (since 1995),Mauril Bélanger,Canadian,20746.0
88,1928,,August,2016, Vicar Apostolic of Tierradentro (1989–2003),Jorge García Isaza,Colombian,2390.0
100,1916,,August,2016, President of FIFA (1974–1998),João Havelange,Brazilian,30623.0
89,1927,,August,2016, political commentator and television personality (The McLaughlin Group),John McLaughlin,American,10772.0
73,1943,,August,2016, President of Santos FC (2010–2014),Luis Álvaro de Oliveira Ribeiro,Brazilian,5948.0
74,1942, cancer,August,2016, Ukrainian Catholic hierarch Bishop of Saint Nicholas of Chicago (since 2003),Richard Seminack,American,5859.0
78,1938,,August,2016, rugby league player (Parramatta Eels national team Leeds),Ken Thornett,Australian,7560.0
68,1948, lung cancer,August,2016, American police officer chief of Miami Police Department (2003–2010) Commissioner of the Philadelphia Police Department (1998–2002),John Timoney,Irish-born,19621.0
70,1946,,August,2016, baseball player (San Diego Padres Cleveland Indians),Steve Arlin,American,9396.0
76,1940, cancer,August,2016, politician Secretary of State of Alabama (1993–2003 2013–2015),James R. Bennett,American,6849.0
92,1924, pneumonia,August,2016, basketball coach (Crispa Great Taste Purefoods),Baby Dalupan,Filipino,20119.0
82,1934,,August,2016, recipient of the Israel Prize (2009),Nachum Heiman,Latvian-born,6318.0
92,1924,,August,2016, President of AMPAS (1993–1997),Arthur Hiller,Canadian-born,25895.0
68,1948,,August,2016, Bishop of Calgary (1999–2005),Barry Hollowell,Canadian,4464.0
63,1953, heart attack,August,2016, politician Madhya Pradesh MLA for Raghogarh (1985–1989 2008–2013),Mool Singh,Indian,3650.0
67,1949, heart attack,August,2016, politician MP for Cooch Behar (since 2014),Renuka Sinha,Indian,4063.0
94,1922,,August,2016, World War II pilot (Tuskegee Airmen),Shelby Westbrook,American,8267.0
86,1930, silver medalist at 1954 European Championship,August,2016, Olympic sprinter (1952 1956),René Bonino,French,2352.0
102,1914,,August,2016, Bishop of Inongo (1954–1967),Jan van Cauwelaert,Belgian-Congolese,4850.0
94,1922,,August,2016, Chairman of the Joint Chiefs of Staff (1982–1985),John William Vessey Jr.,American,22601.0
69,1947,,August,2016, Bishop of Dédougou (since 2005),Judes Bicaba,Burkinabe,2354.0
62,1954, music manager (Backstreet Boys NSYNC) and convicted criminal,August,2016, record producer,Lou Pearlman,American,27072.0
87,1929,,August,2016, Olympic champion (1952 1960),Nina Ponomaryova,Russian,7904.0
62,1954,,August,2016, cinematographer (Pornografia),Krzysztof Ptak,Polish,4380.0
80,1936, pneumonia,August,2016, actor (The Bob Newhart Show Rugrats Spaceballs),Jack Riley,American,7689.0
81,1935,,August,2016, Prime Minister (1987–1990),Mohammad Ali Samatar,Somali,14258.0
93,1923,,August,2016, actress (Parada),Mira Stupica,Serbian,19342.0
72,1944,,August,2016, MLA (1976–1979),Sam Bawlf,Canadian,3480.0
81,1935,,August,2016, actress (Shake Rattle & Roll Brokedown Palace Six Degrees of Separation from Lilia Cuntapay),Lilia Cuntapay,Filipino,15664.0
79,1937, double pneumonia,August,2016, football player (Detroit Lions),Jim Gibbons,American,6240.0
90,1926,,August,2016, football player (Washington Redskins Detroit Lions),Harry Gilmer,American,14842.0
94,1922,,August,2016, 1973–1978),Charles-Émile Loo,French,2698.0
89,1927,,August,2016, member of the New Jersey Senate (1989–2008),Joseph A. Palaia,American,8088.0
70,1946,,August,2016, Swedish actress (The Slingshot),Basia Frydman,Polish-born,3856.0
92,1924,,August,2016, Governor of Ōita Prefecture (1979–2003),Morihiko Hiramatsu,Japanese,11962.0
86,1930,,August,2016, director and writer (Yes Minister),Sir Antony Jay,English,5995.0
88,1928,,August,2016, MP (1958–1965),Per Lønning,Norwegian,4800.0
72,1944,,August,2016," costume designer (Mad Max 2 ""Crocodile"" Dundee Patriot Games)",Norma Moriceau,Australian,3894.0
84,1932,,August,2016, banker (Creditanstalt),Guido Schmidt-Chiari,Austrian,6570.0
54,1962,,August,2016, footballer (Dunfermline Athletic Motherwell Falkirk),Rab Stewart,Scottish,2506.0
58,1958, stroke,August,2016, basketball player (La Salle San Diego Clippers Indiana Pacers),Michael Brooks,American,8508.0
92,1924,,August,2016, President of ERC (1996–2004),Jordi Carbonell,Spanish,3751.0
98,1918,,August,2016, member of the Louisiana State Legislature (1956–1980),Jackson B. Davis,American,7945.0
86,1930,,August,2016, Bishop of Civitavecchia-Tarquinia (1983–2006),Girolamo Grillo,Italian,2835.0
72,1944,,August,2016, college basketball coach (El Camino College Saint Mary's)[362],Paul Landreaux,American,4963.0
78,1938,,August,2016, actor (EastEnders Star Wars Doctor Who),Michael Leader,British,3474.0
97,1919,,August,2016, physicist and academician (Chinese Academy of Sciences),Li Yinyuan,Chinese,6280.0
90,1926,,August,2016, educator and academician (Chinese Academy of Engineering),Liu Dajun,Chinese,3998.0
80,1936,,August,2016, director of the New Zealand Security Intelligence Service (1991–1999),Don McIver,New,2874.0
92,1924, stroke,August,2016, politician President (1999–2011),S. R. Nathan,Singaporean,27604.0
95,1921,,August,2016, actress (Topaze),Jacqueline Pagnol,French,3823.0
68,1948,,August,2016, baseball player (Pittsburgh Pirates California Angels),Charlie Sands,American,4382.0
83,1933,,August,2016, singer (Gong),Gilli Smyth,English,9139.0
94,1922,,August,2016, whistler and harmonica player (Man Bites Harmonica!),Toots Thielemans,Belgian,24227.0
56,1960, colon cancer,August,2016, baseball player (Milwaukee Brewers),Bryan Clutterbuck,American,3884.0
87,1929,,August,2016, journalist and editor (Queen Nova Today),Dennis Hackett,British,3969.0
94,1922,,August,2016, actor (Mission: Impossible Law & Order The Firm),Steven Hill,American,23667.0
76,1940,,August,2016, Olympic champion (1968),Berit Mørdre,Norwegian,9987.0
93,1923,,August,2016, Mississippi (1973–1981),Jeremiah Joseph O'Keefe,American,10329.0
83,1933,,August,2016, football player (Chicago Cardinals),Tony Pasquesi,American,3713.0
85,1931,,August,2016, winner of the Nobel Memorial Prize in Economic Sciences (1994),Reinhard Selten,German,12440.0
65,1951,,August,2016, member of the Senate (2003–2011),Ria Vedder-Wubben,Dutch,3606.0
84,1932,,August,2016, MP from Saint John (1993–2004),Elsie Wayne,Canadian,7170.0
86,1930,,August,2016, Bishop of Teixeira de Freitas-Caravelas (1983–2005),Antônio Eliseu Zuqueto,Brazilian,2426.0
48,1968, kidney illness,August,2016, baseball player (Baltimore Orioles Philadelphia Phillies Milwaukee Brewers),Juan Bell,Dominican,5827.0
80,1936,,August,2016, architect (The Mirage),Joel Bergman,American,5511.0
94,1922,,August,2016, baseball player (Detroit Tigers St,Neil Berry,American,3915.0
83,1933,,August,2016, Canadian film director (In Praise of Older Women),George Kaczender,Hungarian-born,5408.0
96,1920,,August,2016, 1993–1998),Akhlaqur Rahman Kidwai,Indian,14525.0
97,1919,,August,2016, Minister for Foreign Affairs (1969–1974) and Vice-Chancellor (1969–1974),Walter Scheel,German,14277.0
64,1952,,August,2016, Nobel Prize laureate (2008),Roger Y. Tsien,American,37997.0
75,1941, brain tumor,August,2016, politician Mayor of Hamburg (1988–1997),Henning Voscherau,German,7853.0
82,1934,,August,2016, world champion (1959),Nina Yeryomina,Russian,3296.0
90,1926,,August,2016, Director-General of the UN Office in Vienna (1987–1992),Dame Margaret Anstee,British,10125.0
71,1945, cancer,August,2016, academic scientific skeptic and writer (The Skeptic's Dictionary),Robert Todd Carroll,American,25180.0
84,1932,,August,2016, laureate of the Nobel Prize in Physics (1980),James Cronin,American,15807.0
64,1952, cancer,August,2016, baseball player (Cleveland Indians San Diego Padres),Paul Dade,American,5850.0
75,1941,,August,2016, Olympic middle-distance runner (1968 1972),André Dehertoghe,Belgian,2390.0
89,1927,,August,2016, actor (It's a Mad Mad Mad Mad World Alice The Great Race),Marvin Kaplan,American,8736.0
87,1929,,August,2016, member of the Senate (2001–2007),Anna Kurska,Polish,3921.0
64,1952,,August,2016, European champion (1978),Sergey Marchuk,Russian,6310.0
88,1928,,August,2016, TD (1969–1997),Peter Barry,Irish,13544.0
84,1932,,August,2016, actor (Cape Fear The Towering Inferno Rawhide),Paul Comi,American,10102.0
69,1947, cancer,August,2016, politician President of the Chamber of Deputies (1979–1982),Hatuey de Camps,Dominican,12396.0
87,1929,,August,2016, baseball player (Philadelphia/Kansas City Athletics New York Yankees),Joe DeMaestri,American,4539.0
78,1938,,August,2016, Rhode Island (1997–2011),James Doyle,American,4752.0
69,1947, heart failure,August,2016, inventor (Rutt/Etra Video Synthesizer),Bill Etra,American,6641.0
81,1935,,August,2016, Olympic champion (1968),Harald Grønningen,Norwegian,13338.0
84,1932, heart failure,August,2016, baseball player (Washington Senators) and college president (State College of Florida Manatee–Sarasota),Steve Korcheck,American,4836.0
77,1939,,August,2016, MEP (1989–2004),Winfried Menrad,German,2712.0
75,1941, amyotrophic lateral sclerosis,August,2016, footballer (Ajax national team),Anton Pronk,Dutch,4896.0
57,1959, injuries sustained in a fall,August,2016, politician member of the House of Keys (2001–2011),Martyn Quayle,Manx,4459.0
55,1961,,August,2016, actor (Another Mother),Jānis Reinis,Latvian,3189.0
71,1945, diabetes,August,2016, footballer (Grêmio),Alcindo,Brazilian,4201.0
81,1935,,August,2016, football player and manager (Manchester United Luton Town),Ronnie Cope,English,5292.0
69,1947,,August,2016, baseball player (San Diego Padres),Leon Everitt,American,3568.0
70,1946, brain cancer,August,2016, football player (New England Patriots),Bill Lenkaitis,American,3981.0
77,1939,,August,2016, footballer (Torquay),Alan Smith,English,2795.0
63,1953,,August,2016, MP (1991–2010),Hans Stenberg,Swedish,2306.0
77,1939,,August,2016, football coach (Dallas Cowboys),Hubbard Alexander,American,12170.0
93,1923,,August,2016, Ambassador to Italy (1979–1983),Sir Ronald Arculus,British,4452.0
80,1936, kidney disease,August,2016, Israeli politician member of the Knesset (1984–2014) Defense Minister (2001–2002),Binyamin Ben-Eliezer,Iraqi-born,12556.0
82,1934,,August,2016, professional wrestler and manager (WWF),Mr. Fuji,American,27907.0
76,1940,,August,2016, world champion (1962) and Olympic silver medalist (1964),Lennart Häggroth,Swedish,3224.0
68,1948,,August,2016, sports broadcaster (Georgia Southern Eagles),Nate Hirsch,American,4418.0
71,1945, respiratory failure,August,2016, businessman CEO of MGIC (1987–1999),William H. Lacy,American,3445.0
77,1939,,August,2016, MP (1992–2010),Ken Purchase,British,4783.0
86,1930,,August,2016, and Bihar (1991–1993),Mohammad Shafi Qureshi,Indian,5291.0
89,1927,,August,2016, Justice of the Washington Supreme Court (1988–2002),Charles Z. Smith,American,8628.0
52,1964, plane crash,August,2016, reality television personality (Ice Road Truckers),Darrell Ward,American,2954.0
86,1930,,August,2016, member of the Victorian Legislative Assembly for Ballarat South (1979–1982),Joan Chambers,Australian,3426.0
48,1968, traffic collision,August,2016, football player (U.S. Air Force Academy),Dee Dowis,American,4587.0
88,1928,,August,2016, High Commissioner to Canada (1980–1985),Edward Latter,New,4241.0
77,1939,,August,2016, footballer (Sheffield United Fulham),Reg Matthewson,English,4847.0
60,1956,,August,2016, footballer (Reims Lazio Trani),Anne O'Brien,Irish,7706.0
81,1935,,August,2016, actress (Reptilicus),Ann Smyrner,Danish,3984.0
83,1933, complications of Alzheimer's disease,August,2016, actor (The Producers Willy Wonka & the Chocolate Factory Young Frankenstein) screenwriter and author,Gene Wilder,American,42798.0
74,1942, pancreatic cancer,August,2016, gymnast Olympic champion (1964 1968),Věra Čáslavská,Czech,27053.0
72,1944, cancer,August,2016, politician member of the South Dakota House of Representatives (since 2011),Dan Dryden,American,5933.0
85,1931,,August,2016, footballer (Blackpool Chester City),Dave Durie,English,6102.0
93,1923,,August,2016, MP (1979–1988),Frederick King,Canadian,3671.0
67,1949,,August,2016, academic and television historian (Buffy the Vampire Slayer),David Lavery,American,5763.0
76,1940,,August,2016, retailer (Marks & Spencer),John Sacher,British,7807.0
70,1946,,August,2016, member of the Maryland House of Delegates (1999–2003 2007–2011),B. Daniel Riley,American,6754.0
